decision_id,trainset_id,decision_date,decision,reason_summary,actual_outcome,remarks
D602025-10-02,60,02-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D612025-10-02,61,02-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D622025-10-02,62,02-10-2025,standby,Reserve Rake,delayed,Override Applied
D632025-10-02,63,02-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D642025-10-02,64,02-10-2025,inducted,Branding Commitment,success,Override Applied
D652025-10-02,65,02-10-2025,inducted,Branding Commitment,delayed,Override Applied
D662025-10-02,66,02-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D672025-10-02,67,02-10-2025,standby,Reserve Rake,success,Issue Noted
D682025-10-02,68,02-10-2025,standby,Operational Buffer,success,OK
D692025-10-02,69,02-10-2025,inducted,Service Ready,withdrawn,Override Applied
D702025-10-02,70,02-10-2025,inducted,Branding Commitment,withdrawn,OK
D712025-10-02,71,02-10-2025,inducted,Service Ready,withdrawn,Override Applied
D722025-10-02,72,02-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D732025-10-02,73,02-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D742025-10-02,74,02-10-2025,standby,Reserve Rake,success,Override Applied
D752025-10-02,75,02-10-2025,inducted,Branding Commitment,success,OK
D762025-10-02,76,02-10-2025,inducted,Service Ready,delayed,Issue Noted
D772025-10-02,77,02-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D782025-10-02,78,02-10-2025,inducted,Branding Commitment,delayed,Override Applied
D792025-10-02,79,02-10-2025,inducted,Service Ready,withdrawn,OK
D802025-10-02,80,02-10-2025,inducted,Service Ready,success,Issue Noted
D812025-10-02,81,02-10-2025,standby,Reserve Rake,withdrawn,OK
D822025-10-02,82,02-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D832025-10-02,83,02-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D842025-10-02,84,02-10-2025,inducted,Branding Commitment,success,OK
D852025-10-02,85,02-10-2025,inducted,Service Ready,success,OK
D862025-10-02,86,02-10-2025,inducted,Mileage Balanced,success,Issue Noted
D872025-10-02,87,02-10-2025,maintenance,Pending Job Card,delayed,Issue Noted
D882025-10-02,88,02-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D892025-10-02,89,02-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D902025-10-02,90,02-10-2025,inducted,Branding Commitment,delayed,OK
D912025-10-02,91,02-10-2025,inducted,Branding Commitment,delayed,Override Applied
D922025-10-02,92,02-10-2025,inducted,Branding Commitment,delayed,Override Applied
D932025-10-02,93,02-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D942025-10-02,94,02-10-2025,inducted,Service Ready,delayed,Issue Noted
D952025-10-02,95,02-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D962025-10-02,96,02-10-2025,inducted,Service Ready,delayed,Override Applied
D972025-10-02,97,02-10-2025,inducted,Service Ready,withdrawn,Override Applied
D982025-10-02,98,02-10-2025,maintenance,Scheduled Cleaning,delayed,Issue Noted
D992025-10-02,99,02-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D1002025-10-02,100,02-10-2025,standby,Reserve Rake,success,Override Applied
D12025-10-03,1,03-10-2025,maintenance,Pending Job Card,delayed,OK
D22025-10-03,2,03-10-2025,standby,Operational Buffer,withdrawn,Issue Noted
D32025-10-03,3,03-10-2025,inducted,Mileage Balanced,success,Issue Noted
D42025-10-03,4,03-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D52025-10-03,5,03-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D62025-10-03,6,03-10-2025,inducted,Service Ready,withdrawn,Override Applied
D72025-10-03,7,03-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D82025-10-03,8,03-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D92025-10-03,9,03-10-2025,standby,Reserve Rake,success,Issue Noted
D102025-10-03,10,03-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D112025-10-03,11,03-10-2025,maintenance,Pending Job Card,withdrawn,OK
D122025-10-03,12,03-10-2025,inducted,Service Ready,delayed,OK
D132025-10-03,13,03-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D142025-10-03,14,03-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D152025-10-03,15,03-10-2025,inducted,Service Ready,withdrawn,Override Applied
D162025-10-03,16,03-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D172025-10-03,17,03-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D182025-10-03,18,03-10-2025,standby,Reserve Rake,delayed,Issue Noted
D192025-10-03,19,03-10-2025,standby,Operational Buffer,success,Override Applied
D202025-10-03,20,03-10-2025,inducted,Service Ready,delayed,Issue Noted
D212025-10-03,21,03-10-2025,standby,Operational Buffer,withdrawn,OK
D222025-10-03,22,03-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D232025-10-03,23,03-10-2025,standby,Reserve Rake,delayed,OK
D242025-10-03,24,03-10-2025,inducted,Service Ready,delayed,OK
D252025-10-03,25,03-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D262025-10-03,26,03-10-2025,inducted,Mileage Balanced,success,Issue Noted
D272025-10-03,27,03-10-2025,standby,Operational Buffer,success,Issue Noted
D282025-10-03,28,03-10-2025,standby,Operational Buffer,delayed,Issue Noted
D292025-10-03,29,03-10-2025,inducted,Mileage Balanced,success,OK
D302025-10-03,30,03-10-2025,inducted,Service Ready,success,OK
D312025-10-03,31,03-10-2025,inducted,Mileage Balanced,success,Issue Noted
D322025-10-03,32,03-10-2025,standby,Operational Buffer,success,OK
D332025-10-03,33,03-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D342025-10-03,34,03-10-2025,inducted,Service Ready,delayed,OK
D352025-10-03,35,03-10-2025,inducted,Service Ready,delayed,Override Applied
D362025-10-03,36,03-10-2025,inducted,Branding Commitment,success,Issue Noted
D372025-10-03,37,03-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D382025-10-03,38,03-10-2025,inducted,Service Ready,delayed,Issue Noted
D392025-10-03,39,03-10-2025,inducted,Service Ready,success,Override Applied
D402025-10-03,40,03-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D412025-10-03,41,03-10-2025,inducted,Mileage Balanced,success,Override Applied
D422025-10-03,42,03-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D432025-10-03,43,03-10-2025,inducted,Branding Commitment,success,OK
D442025-10-03,44,03-10-2025,standby,Operational Buffer,success,Override Applied
D452025-10-03,45,03-10-2025,inducted,Mileage Balanced,success,OK
D462025-10-03,46,03-10-2025,standby,Operational Buffer,success,Issue Noted
D472025-10-03,47,03-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D482025-10-03,48,03-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D492025-10-03,49,03-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D502025-10-03,50,03-10-2025,inducted,Branding Commitment,delayed,Override Applied
D512025-10-03,51,03-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D522025-10-03,52,03-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D532025-10-03,53,03-10-2025,inducted,Service Ready,success,OK
D542025-10-03,54,03-10-2025,maintenance,Pending Job Card,success,OK
D552025-10-03,55,03-10-2025,inducted,Service Ready,delayed,Override Applied
D562025-10-03,56,03-10-2025,standby,Reserve Rake,success,Override Applied
D572025-10-03,57,03-10-2025,standby,Operational Buffer,success,OK
D582025-10-03,58,03-10-2025,maintenance,Fitness Certificate Expired,withdrawn,OK
D592025-10-03,59,03-10-2025,standby,Operational Buffer,delayed,Override Applied
D602025-10-03,60,03-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D612025-10-03,61,03-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D622025-10-03,62,03-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D632025-10-03,63,03-10-2025,standby,Reserve Rake,success,Issue Noted
D642025-10-03,64,03-10-2025,standby,Reserve Rake,delayed,OK
D652025-10-03,65,03-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D662025-10-03,66,03-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D672025-10-03,67,03-10-2025,inducted,Mileage Balanced,success,Override Applied
D682025-10-03,68,03-10-2025,standby,Operational Buffer,success,OK
D692025-10-03,69,03-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D702025-10-03,70,03-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Issue Noted
D712025-10-03,71,03-10-2025,inducted,Service Ready,success,Override Applied
D722025-10-03,72,03-10-2025,inducted,Branding Commitment,delayed,OK
D732025-10-03,73,03-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D742025-10-03,74,03-10-2025,maintenance,Pending Job Card,delayed,Override Applied
D752025-10-03,75,03-10-2025,maintenance,Pending Job Card,success,Override Applied
D762025-10-03,76,03-10-2025,inducted,Mileage Balanced,success,OK
D772025-10-03,77,03-10-2025,inducted,Branding Commitment,delayed,Override Applied
D782025-10-03,78,03-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D792025-10-03,79,03-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D802025-10-03,80,03-10-2025,inducted,Service Ready,success,Issue Noted
D812025-10-03,81,03-10-2025,inducted,Service Ready,delayed,OK
D822025-10-03,82,03-10-2025,inducted,Mileage Balanced,withdrawn,OK
D832025-10-03,83,03-10-2025,maintenance,Pending Job Card,withdrawn,Issue Noted
D842025-10-03,84,03-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D852025-10-03,85,03-10-2025,inducted,Service Ready,delayed,Issue Noted
D862025-10-03,86,03-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D872025-10-03,87,03-10-2025,inducted,Mileage Balanced,success,Override Applied
D882025-10-03,88,03-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D892025-10-03,89,03-10-2025,inducted,Service Ready,success,Issue Noted
D902025-10-03,90,03-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D912025-10-03,91,03-10-2025,inducted,Service Ready,delayed,Issue Noted
D922025-10-03,92,03-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D932025-10-03,93,03-10-2025,standby,Reserve Rake,success,Override Applied
D942025-10-03,94,03-10-2025,inducted,Mileage Balanced,delayed,OK
D952025-10-03,95,03-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D962025-10-03,96,03-10-2025,standby,Operational Buffer,delayed,Issue Noted
D972025-10-03,97,03-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D982025-10-03,98,03-10-2025,standby,Reserve Rake,success,OK
D992025-10-03,99,03-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D1002025-10-03,100,03-10-2025,inducted,Mileage Balanced,success,OK
D12025-10-04,1,04-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D22025-10-04,2,04-10-2025,maintenance,Pending Job Card,success,Override Applied
D32025-10-04,3,04-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D42025-10-04,4,04-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D52025-10-04,5,04-10-2025,inducted,Mileage Balanced,delayed,OK
D62025-10-04,6,04-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D72025-10-04,7,04-10-2025,inducted,Branding Commitment,delayed,Override Applied
D82025-10-04,8,04-10-2025,inducted,Service Ready,success,Override Applied
D92025-10-04,9,04-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D102025-10-04,10,04-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D112025-10-04,11,04-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D122025-10-04,12,04-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D132025-10-04,13,04-10-2025,standby,Reserve Rake,withdrawn,OK
D142025-10-04,14,04-10-2025,inducted,Service Ready,delayed,Issue Noted
D152025-10-04,15,04-10-2025,inducted,Mileage Balanced,success,OK
D162025-10-04,16,04-10-2025,inducted,Service Ready,withdrawn,OK
D172025-10-04,17,04-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D182025-10-04,18,04-10-2025,standby,Operational Buffer,success,Issue Noted
D192025-10-04,19,04-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D202025-10-04,20,04-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D212025-10-04,21,04-10-2025,inducted,Service Ready,withdrawn,Override Applied
D222025-10-04,22,04-10-2025,standby,Reserve Rake,delayed,OK
D232025-10-04,23,04-10-2025,standby,Operational Buffer,withdrawn,OK
D242025-10-04,24,04-10-2025,inducted,Service Ready,success,OK
D252025-10-04,25,04-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D262025-10-04,26,04-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D272025-10-04,27,04-10-2025,inducted,Mileage Balanced,success,Issue Noted
D282025-10-04,28,04-10-2025,standby,Operational Buffer,success,OK
D292025-10-04,29,04-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D302025-10-04,30,04-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D312025-10-04,31,04-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D322025-10-04,32,04-10-2025,inducted,Service Ready,delayed,Override Applied
D332025-10-04,33,04-10-2025,inducted,Service Ready,success,OK
D342025-10-04,34,04-10-2025,maintenance,Pending Job Card,withdrawn,OK
D352025-10-04,35,04-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D362025-10-04,36,04-10-2025,standby,Operational Buffer,delayed,Override Applied
D372025-10-04,37,04-10-2025,standby,Reserve Rake,delayed,Issue Noted
D382025-10-04,38,04-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D392025-10-04,39,04-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D402025-10-04,40,04-10-2025,standby,Reserve Rake,withdrawn,OK
D412025-10-04,41,04-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D422025-10-04,42,04-10-2025,inducted,Service Ready,withdrawn,OK
D432025-10-04,43,04-10-2025,inducted,Mileage Balanced,success,Issue Noted
D442025-10-04,44,04-10-2025,inducted,Branding Commitment,delayed,OK
D452025-10-04,45,04-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D462025-10-04,46,04-10-2025,inducted,Service Ready,success,Issue Noted
D472025-10-04,47,04-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D482025-10-04,48,04-10-2025,standby,Operational Buffer,delayed,OK
D492025-10-04,49,04-10-2025,standby,Operational Buffer,delayed,Override Applied
D502025-10-04,50,04-10-2025,standby,Reserve Rake,delayed,OK
D512025-10-04,51,04-10-2025,inducted,Service Ready,delayed,Issue Noted
D522025-10-04,52,04-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D532025-10-04,53,04-10-2025,standby,Reserve Rake,withdrawn,OK
D542025-10-04,54,04-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D552025-10-04,55,04-10-2025,inducted,Branding Commitment,success,OK
D562025-10-04,56,04-10-2025,inducted,Mileage Balanced,delayed,OK
D572025-10-04,57,04-10-2025,inducted,Branding Commitment,success,Override Applied
D582025-10-04,58,04-10-2025,standby,Operational Buffer,success,Issue Noted
D592025-10-04,59,04-10-2025,inducted,Branding Commitment,withdrawn,OK
D602025-10-04,60,04-10-2025,inducted,Service Ready,success,Override Applied
D612025-10-04,61,04-10-2025,inducted,Service Ready,withdrawn,OK
D622025-10-04,62,04-10-2025,maintenance,Fitness Certificate Expired,success,OK
D632025-10-04,63,04-10-2025,standby,Operational Buffer,delayed,Override Applied
D642025-10-04,64,04-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D652025-10-04,65,04-10-2025,inducted,Service Ready,withdrawn,Override Applied
D662025-10-04,66,04-10-2025,inducted,Branding Commitment,delayed,OK
D672025-10-04,67,04-10-2025,inducted,Mileage Balanced,delayed,OK
D682025-10-04,68,04-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D692025-10-04,69,04-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D702025-10-04,70,04-10-2025,inducted,Service Ready,delayed,OK
D712025-10-04,71,04-10-2025,inducted,Branding Commitment,delayed,OK
D722025-10-04,72,04-10-2025,standby,Reserve Rake,delayed,Issue Noted
D732025-10-04,73,04-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D742025-10-04,74,04-10-2025,inducted,Service Ready,delayed,OK
D752025-10-04,75,04-10-2025,inducted,Service Ready,success,Override Applied
D762025-10-04,76,04-10-2025,standby,Reserve Rake,success,Override Applied
D772025-10-04,77,04-10-2025,inducted,Mileage Balanced,withdrawn,OK
D782025-10-04,78,04-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D792025-10-04,79,04-10-2025,inducted,Branding Commitment,withdrawn,OK
D802025-10-04,80,04-10-2025,maintenance,Fitness Certificate Expired,success,OK
D812025-10-04,81,04-10-2025,inducted,Branding Commitment,success,Override Applied
D822025-10-04,82,04-10-2025,inducted,Branding Commitment,success,Override Applied
D832025-10-04,83,04-10-2025,inducted,Branding Commitment,withdrawn,OK
D842025-10-04,84,04-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D852025-10-04,85,04-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D862025-10-04,86,04-10-2025,inducted,Service Ready,delayed,Override Applied
D872025-10-04,87,04-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D882025-10-04,88,04-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D892025-10-04,89,04-10-2025,standby,Reserve Rake,delayed,OK
D902025-10-04,90,04-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D912025-10-04,91,04-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D922025-10-04,92,04-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D932025-10-04,93,04-10-2025,maintenance,Scheduled Cleaning,success,OK
D942025-10-04,94,04-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D952025-10-04,95,04-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D962025-10-04,96,04-10-2025,maintenance,Fitness Certificate Expired,delayed,Override Applied
D972025-10-04,97,04-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D982025-10-04,98,04-10-2025,inducted,Service Ready,withdrawn,OK
D992025-10-04,99,04-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D1002025-10-04,100,04-10-2025,maintenance,Scheduled Cleaning,delayed,OK
D12025-10-05,1,05-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D22025-10-05,2,05-10-2025,inducted,Branding Commitment,delayed,OK
D32025-10-05,3,05-10-2025,inducted,Mileage Balanced,success,OK
D42025-10-05,4,05-10-2025,inducted,Service Ready,withdrawn,Override Applied
D52025-10-05,5,05-10-2025,inducted,Mileage Balanced,success,Issue Noted
D62025-10-05,6,05-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D72025-10-05,7,05-10-2025,standby,Operational Buffer,delayed,Override Applied
D82025-10-05,8,05-10-2025,standby,Reserve Rake,delayed,Override Applied
D92025-10-05,9,05-10-2025,maintenance,Fitness Certificate Expired,success,OK
D102025-10-05,10,05-10-2025,maintenance,Fitness Certificate Expired,withdrawn,Override Applied
D112025-10-05,11,05-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D122025-10-05,12,05-10-2025,inducted,Service Ready,delayed,Issue Noted
D132025-10-05,13,05-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D142025-10-05,14,05-10-2025,maintenance,Scheduled Cleaning,success,OK
D152025-10-05,15,05-10-2025,maintenance,Scheduled Cleaning,success,OK
D162025-10-05,16,05-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D172025-10-05,17,05-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D182025-10-05,18,05-10-2025,maintenance,Scheduled Cleaning,success,Override Applied
D192025-10-05,19,05-10-2025,inducted,Mileage Balanced,success,Override Applied
D202025-10-05,20,05-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D212025-10-05,21,05-10-2025,inducted,Service Ready,delayed,Issue Noted
D222025-10-05,22,05-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D232025-10-05,23,05-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D242025-10-05,24,05-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D252025-10-05,25,05-10-2025,standby,Reserve Rake,success,Override Applied
D262025-10-05,26,05-10-2025,inducted,Mileage Balanced,withdrawn,Override Applied
D272025-10-05,27,05-10-2025,inducted,Branding Commitment,delayed,Issue Noted
D282025-10-05,28,05-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D292025-10-05,29,05-10-2025,inducted,Branding Commitment,success,Issue Noted
D302025-10-05,30,05-10-2025,inducted,Service Ready,withdrawn,OK
D312025-10-05,31,05-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D322025-10-05,32,05-10-2025,standby,Operational Buffer,withdrawn,Override Applied
D332025-10-05,33,05-10-2025,inducted,Branding Commitment,success,Issue Noted
D342025-10-05,34,05-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D352025-10-05,35,05-10-2025,inducted,Branding Commitment,success,OK
D362025-10-05,36,05-10-2025,standby,Reserve Rake,success,Issue Noted
D372025-10-05,37,05-10-2025,inducted,Service Ready,delayed,Override Applied
D382025-10-05,38,05-10-2025,maintenance,Scheduled Cleaning,withdrawn,OK
D392025-10-05,39,05-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D402025-10-05,40,05-10-2025,standby,Reserve Rake,delayed,Override Applied
D412025-10-05,41,05-10-2025,inducted,Service Ready,success,OK
D422025-10-05,42,05-10-2025,standby,Reserve Rake,success,Issue Noted
D432025-10-05,43,05-10-2025,inducted,Branding Commitment,delayed,Override Applied
D442025-10-05,44,05-10-2025,standby,Operational Buffer,success,OK
D452025-10-05,45,05-10-2025,inducted,Branding Commitment,delayed,OK
D462025-10-05,46,05-10-2025,standby,Reserve Rake,success,Override Applied
D472025-10-05,47,05-10-2025,inducted,Branding Commitment,success,OK
D482025-10-05,48,05-10-2025,inducted,Branding Commitment,success,OK
D492025-10-05,49,05-10-2025,inducted,Branding Commitment,success,Override Applied
D502025-10-05,50,05-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D512025-10-05,51,05-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D522025-10-05,52,05-10-2025,inducted,Branding Commitment,withdrawn,Override Applied
D532025-10-05,53,05-10-2025,standby,Operational Buffer,withdrawn,OK
D542025-10-05,54,05-10-2025,maintenance,Fitness Certificate Expired,delayed,OK
D552025-10-05,55,05-10-2025,inducted,Mileage Balanced,success,Issue Noted
D562025-10-05,56,05-10-2025,inducted,Mileage Balanced,success,OK
D572025-10-05,57,05-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D582025-10-05,58,05-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D592025-10-05,59,05-10-2025,maintenance,Scheduled Cleaning,withdrawn,Issue Noted
D602025-10-05,60,05-10-2025,maintenance,Pending Job Card,success,Override Applied
D612025-10-05,61,05-10-2025,standby,Operational Buffer,success,Issue Noted
D622025-10-05,62,05-10-2025,inducted,Mileage Balanced,delayed,OK
D632025-10-05,63,05-10-2025,standby,Operational Buffer,success,Override Applied
D642025-10-05,64,05-10-2025,standby,Operational Buffer,success,OK
D652025-10-05,65,05-10-2025,standby,Operational Buffer,delayed,Override Applied
D662025-10-05,66,05-10-2025,standby,Reserve Rake,success,Issue Noted
D672025-10-05,67,05-10-2025,maintenance,Pending Job Card,success,OK
D682025-10-05,68,05-10-2025,inducted,Branding Commitment,delayed,Override Applied
D692025-10-05,69,05-10-2025,inducted,Service Ready,success,OK
D702025-10-05,70,05-10-2025,inducted,Service Ready,success,Issue Noted
D712025-10-05,71,05-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D722025-10-05,72,05-10-2025,inducted,Service Ready,delayed,Issue Noted
D732025-10-05,73,05-10-2025,maintenance,Scheduled Cleaning,delayed,Override Applied
D742025-10-05,74,05-10-2025,inducted,Mileage Balanced,success,Issue Noted
D752025-10-05,75,05-10-2025,inducted,Mileage Balanced,success,Override Applied
D762025-10-05,76,05-10-2025,inducted,Mileage Balanced,withdrawn,Issue Noted
D772025-10-05,77,05-10-2025,inducted,Mileage Balanced,delayed,Issue Noted
D782025-10-05,78,05-10-2025,inducted,Service Ready,withdrawn,Issue Noted
D792025-10-05,79,05-10-2025,standby,Operational Buffer,success,OK
D802025-10-05,80,05-10-2025,maintenance,Pending Job Card,success,OK
D812025-10-05,81,05-10-2025,standby,Operational Buffer,withdrawn,OK
D822025-10-05,82,05-10-2025,maintenance,Pending Job Card,withdrawn,Override Applied
D832025-10-05,83,05-10-2025,inducted,Mileage Balanced,success,Override Applied
D842025-10-05,84,05-10-2025,inducted,Branding Commitment,withdrawn,OK
D852025-10-05,85,05-10-2025,inducted,Service Ready,withdrawn,Override Applied
D862025-10-05,86,05-10-2025,standby,Reserve Rake,withdrawn,Override Applied
D872025-10-05,87,05-10-2025,inducted,Mileage Balanced,success,Override Applied
D882025-10-05,88,05-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D892025-10-05,89,05-10-2025,standby,Operational Buffer,delayed,Issue Noted
D902025-10-05,90,05-10-2025,inducted,Service Ready,success,Override Applied
D912025-10-05,91,05-10-2025,standby,Operational Buffer,success,Issue Noted
D922025-10-05,92,05-10-2025,inducted,Mileage Balanced,delayed,OK
D932025-10-05,93,05-10-2025,maintenance,Scheduled Cleaning,withdrawn,Override Applied
D942025-10-05,94,05-10-2025,inducted,Branding Commitment,delayed,Override Applied
D952025-10-05,95,05-10-2025,inducted,Branding Commitment,withdrawn,Issue Noted
D962025-10-05,96,05-10-2025,maintenance,Fitness Certificate Expired,delayed,Issue Noted
D972025-10-05,97,05-10-2025,inducted,Mileage Balanced,success,OK
D982025-10-05,98,05-10-2025,maintenance,Pending Job Card,success,Issue Noted
D992025-10-05,99,05-10-2025,inducted,Branding Commitment,delayed,Override Applied
D1002025-10-05,100,05-10-2025,inducted,Mileage Balanced,delayed,Override Applied
D12025-10-06,1,06-10-2025,maintenance,Fitness Certificate Expired,success,Override Applied
D22025-10-06,2,06-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D32025-10-06,3,06-10-2025,maintenance,Fitness Certificate Expired,success,Issue Noted
D42025-10-06,4,06-10-2025,inducted,Branding Commitment,withdrawn,OK
D52025-10-06,5,06-10-2025,maintenance,Pending Job Card,withdrawn,Issue Noted
D62025-10-06,6,06-10-2025,inducted,Service Ready,delayed,Override Applied
D72025-10-06,7,06-10-2025,standby,Reserve Rake,withdrawn,Issue Noted
D82025-10-06,8,06-10-2025,maintenance,Scheduled Cleaning,success,OK
D92025-10-06,9,06-10-2025,inducted,Service Ready,delayed,Override Applied
D102025-10-06,10,06-10-2025,maintenance,Scheduled Cleaning,success,Issue Noted
D112025-10-06,11,06-10-2025,maintenance,Fitness Certificate Expired,success,OK
D122025-10-06,12,06-10-2025,inducted,Branding Commitment,delayed,OK
D132025-10-06,13,06-10-2025,inducted,Service Ready,success,Issue Noted
D142025-10-06,14,06-10-2025,standby,Reserve Rake,success,Override Applied
D152025-10-06,15,06-10-2025,inducted,Service Ready,delayed,OK
D162025-10-06,16,06-10-2025,inducted,Service Ready,delayed,Override Applied
D172025-10-06,17,06-10-2025,standby,Operational Buffer,delayed,Override Applied
D182025-10-06,18,06-10-2025,maintenance,Pending Job Card,success,Issue Noted
