record_id,trainset_id,rake_number,bogie_count,date,time_slot,station_name,in_time,out_time,passenger_capacity,passengers_boarded,passengers_alighted,occupancy_rate
2331,24,R1023,6,23-09-2025,Midday,Kalamassery,10:22,10:24,1800,16,12,0.2
2332,24,R1023,6,23-09-2025,Midday,Cochin University,10:28,10:29,1800,77,20,3.4
2333,24,R1023,6,23-09-2025,Midday,Pathadipalam,10:34,10:37,1800,45,54,2.9
2334,24,R1023,6,23-09-2025,Midday,Edapally,10:38,10:39,1800,30,30,2.9
2335,24,R1023,6,23-09-2025,Midday,Changampuzha Park,10:43,10:44,1800,12,53,0.6
2336,24,R1023,6,23-09-2025,Midday,Palarivattom,10:47,10:48,1800,11,27,0
2337,24,R1023,6,23-09-2025,Midday,JLN Stadium,10:51,10:52,1800,37,9,1.6
2338,24,R1023,6,23-09-2025,Midday,Kaloor,10:57,10:59,1800,71,46,2.9
2339,24,R1023,6,23-09-2025,Midday,Town Hall,11:03,11:05,1800,67,5,6.4
2340,24,R1023,6,23-09-2025,Midday,M.G Road,11:06,11:07,1800,67,51,7.3
2341,24,R1023,6,23-09-2025,Midday,Maharaja's College,11:09,11:11,1800,58,58,7.3
2342,24,R1023,6,23-09-2025,Midday,Emakulam South,11:15,11:17,1800,58,58,7.3
2343,24,R1023,6,23-09-2025,Midday,Kadavanthra,11:20,11:23,1800,61,31,8.9
2344,24,R1023,6,23-09-2025,Midday,Elamkulam,11:24,11:25,1800,8,64,5.8
2345,24,R1023,6,23-09-2025,Midday,Vytila,11:30,11:32,1800,50,34,6.7
2346,24,R1023,6,23-09-2025,Midday,Thaikoodam,11:33,11:34,1800,7,11,6.5
2347,24,R1023,6,23-09-2025,Midday,Petta,11:38,11:40,1800,48,39,7
2348,24,R1023,6,23-09-2025,Midday,Vadakkekotta,11:43,11:45,1800,11,69,3.8
2349,24,R1023,6,23-09-2025,Midday,SN Junction,11:46,11:48,1800,24,50,2.3
2350,24,R1023,6,23-09-2025,Midday,Tripunithura,11:49,11:51,1800,73,68,2.6
2351,24,R1023,6,23-09-2025,Evening Peak,Aluva,16:00,16:01,1800,88,98,0
2352,24,R1023,6,23-09-2025,Evening Peak,Pulinchodu,16:04,16:06,1800,107,47,3.3
2353,24,R1023,6,23-09-2025,Evening Peak,Companypady,16:08,16:10,1800,170,72,8.8
2354,24,R1023,6,23-09-2025,Evening Peak,Ambattukavu,16:11,16:14,1800,155,98,11.9
2355,24,R1023,6,23-09-2025,Evening Peak,Muttom,16:17,16:19,1800,139,16,18.8
2356,24,R1023,6,23-09-2025,Evening Peak,Kalamassery,16:21,16:24,1800,152,15,26.4
2357,24,R1023,6,23-09-2025,Evening Peak,Cochin University,16:24,16:25,1800,98,147,23.7
2358,24,R1023,6,23-09-2025,Evening Peak,Pathadipalam,16:30,16:32,1800,99,33,27.3
2359,24,R1023,6,23-09-2025,Evening Peak,Edapally,16:33,16:34,1800,39,96,24.2
2360,24,R1023,6,23-09-2025,Evening Peak,Changampuzha Park,16:37,16:39,1800,84,79,24.4
2361,24,R1023,6,23-09-2025,Evening Peak,Palarivattom,16:40,16:41,1800,149,29,31.1
2362,24,R1023,6,23-09-2025,Evening Peak,JLN Stadium,16:44,16:45,1800,30,25,31.4
2363,24,R1023,6,23-09-2025,Evening Peak,Kaloor,16:49,16:51,1800,155,88,35.1
2364,24,R1023,6,23-09-2025,Evening Peak,Town Hall,16:55,16:58,1800,60,47,35.8
2365,24,R1023,6,23-09-2025,Evening Peak,M.G Road,17:00,17:01,1800,85,118,34
2366,24,R1023,6,23-09-2025,Evening Peak,Maharaja's College,17:06,17:08,1800,182,69,40.3
2367,24,R1023,6,23-09-2025,Evening Peak,Emakulam South,17:09,17:12,1800,194,80,46.6
2368,24,R1023,6,23-09-2025,Evening Peak,Kadavanthra,17:12,17:15,1800,122,46,50.8
2369,24,R1023,6,23-09-2025,Evening Peak,Elamkulam,17:18,17:21,1800,128,90,52.9
2370,24,R1023,6,23-09-2025,Evening Peak,Vytila,17:21,17:22,1800,126,77,55.7
2371,24,R1023,6,23-09-2025,Evening Peak,Thaikoodam,17:24,17:25,1800,154,52,61.3
2372,24,R1023,6,23-09-2025,Evening Peak,Petta,17:27,17:30,1800,102,108,61
2373,24,R1023,6,23-09-2025,Evening Peak,Vadakkekotta,17:32,17:33,1800,112,19,66.2
2374,24,R1023,6,23-09-2025,Evening Peak,SN Junction,17:35,17:37,1800,90,115,64.8
2375,24,R1023,6,23-09-2025,Evening Peak,Tripunithura,17:39,17:41,1800,199,134,68.4
2376,24,R1023,6,23-09-2025,Night,Aluva,20:00,20:02,1800,74,8,3.7
2377,24,R1023,6,23-09-2025,Night,Pulinchodu,20:05,20:07,1800,80,55,5.1
2378,24,R1023,6,23-09-2025,Night,Companypady,20:10,20:13,1800,75,34,7.3
2379,24,R1023,6,23-09-2025,Night,Ambattukavu,20:16,20:18,1800,77,60,8.3
2380,24,R1023,6,23-09-2025,Night,Muttom,20:22,20:24,1800,46,7,10.4
2381,24,R1023,6,23-09-2025,Night,Kalamassery,20:25,20:27,1800,51,35,11.3
2382,24,R1023,6,23-09-2025,Night,Cochin University,20:28,20:30,1800,57,60,11.2
2383,24,R1023,6,23-09-2025,Night,Pathadipalam,20:34,20:37,1800,34,18,12.1
2384,24,R1023,6,23-09-2025,Night,Edapally,20:39,20:40,1800,22,34,11.4
2385,24,R1023,6,23-09-2025,Night,Changampuzha Park,20:42,20:44,1800,64,51,12.1
2386,24,R1023,6,23-09-2025,Night,Palarivattom,20:48,20:50,1800,67,8,15.4
2387,24,R1023,6,23-09-2025,Night,JLN Stadium,20:52,20:54,1800,32,65,13.6
2388,24,R1023,6,23-09-2025,Night,Kaloor,20:57,20:59,1800,69,64,13.8
2389,24,R1023,6,23-09-2025,Night,Town Hall,21:03,21:05,1800,58,20,15.9
2390,24,R1023,6,23-09-2025,Night,M.G Road,21:09,21:10,1800,77,66,16.6
2391,24,R1023,6,23-09-2025,Night,Maharaja's College,21:12,21:15,1800,51,56,16.3
2392,24,R1023,6,23-09-2025,Night,Emakulam South,21:15,21:16,1800,11,43,14.5
2393,24,R1023,6,23-09-2025,Night,Kadavanthra,21:18,21:21,1800,36,63,13
2394,24,R1023,6,23-09-2025,Night,Elamkulam,21:24,21:27,1800,65,43,14.2
2395,24,R1023,6,23-09-2025,Night,Vytila,21:30,21:33,1800,65,52,14.9
2396,24,R1023,6,23-09-2025,Night,Thaikoodam,21:35,21:36,1800,37,15,16.2
2397,24,R1023,6,23-09-2025,Night,Petta,21:39,21:40,1800,72,66,16.5
2398,24,R1023,6,23-09-2025,Night,Vadakkekotta,21:44,21:47,1800,51,14,18.6
2399,24,R1023,6,23-09-2025,Night,SN Junction,21:47,21:49,1800,57,5,21.4
2400,24,R1023,6,23-09-2025,Night,Tripunithura,21:52,21:54,1800,75,35,23.7
2401,25,R1024,5,23-09-2025,Morning Peak,Aluva,07:00,07:02,1500,171,87,5.6
2402,25,R1024,5,23-09-2025,Morning Peak,Pulinchodu,07:06,07:07,1500,164,17,15.4
2403,25,R1024,5,23-09-2025,Morning Peak,Companypady,07:12,07:15,1500,190,61,24
2404,25,R1024,5,23-09-2025,Morning Peak,Ambattukavu,07:17,07:20,1500,155,96,27.9
2405,25,R1024,5,23-09-2025,Morning Peak,Muttom,07:20,07:23,1500,156,26,36.6
2406,25,R1024,5,23-09-2025,Morning Peak,Kalamassery,07:24,07:26,1500,63,110,33.5
2407,25,R1024,5,23-09-2025,Morning Peak,Cochin University,07:30,07:31,1500,172,33,42.7
2408,25,R1024,5,23-09-2025,Morning Peak,Pathadipalam,07:36,07:39,1500,147,103,45.7
2409,25,R1024,5,23-09-2025,Morning Peak,Edapally,07:41,07:44,1500,69,69,45.7
2410,25,R1024,5,23-09-2025,Morning Peak,Changampuzha Park,07:47,07:49,1500,104,30,50.6
2411,25,R1024,5,23-09-2025,Morning Peak,Palarivattom,07:53,07:54,1500,175,61,58.2
2412,25,R1024,5,23-09-2025,Morning Peak,JLN Stadium,07:59,08:02,1500,126,90,60.6
2413,25,R1024,5,23-09-2025,Morning Peak,Kaloor,08:04,08:06,1500,180,51,69.2
2414,25,R1024,5,23-09-2025,Morning Peak,Town Hall,08:07,08:08,1500,144,129,70.2
2415,25,R1024,5,23-09-2025,Morning Peak,M.G Road,08:11,08:14,1500,148,143,70.5
2416,25,R1024,5,23-09-2025,Morning Peak,Maharaja's College,08:16,08:17,1500,33,114,65.1
2417,25,R1024,5,23-09-2025,Morning Peak,Emakulam South,08:20,08:23,1500,69,129,61.1
2418,25,R1024,5,23-09-2025,Morning Peak,Kadavanthra,08:26,08:29,1500,128,91,63.6
2419,25,R1024,5,23-09-2025,Morning Peak,Elamkulam,08:32,08:34,1500,179,122,67.4
2420,25,R1024,5,23-09-2025,Morning Peak,Vytila,08:35,08:36,1500,74,14,71.4
2421,25,R1024,5,23-09-2025,Morning Peak,Thaikoodam,08:40,08:43,1500,83,115,69.3
2422,25,R1024,5,23-09-2025,Morning Peak,Petta,08:46,08:49,1500,115,87,71.1
2423,25,R1024,5,23-09-2025,Morning Peak,Vadakkekotta,08:49,08:50,1500,173,133,73.8
2424,25,R1024,5,23-09-2025,Morning Peak,SN Junction,08:52,08:54,1500,54,29,75.5
2425,25,R1024,5,23-09-2025,Morning Peak,Tripunithura,08:58,08:59,1500,193,52,84.9
2426,25,R1024,5,23-09-2025,Midday,Aluva,10:00,10:02,1500,30,67,0
2427,25,R1024,5,23-09-2025,Midday,Pulinchodu,10:04,10:06,1500,59,64,0
2428,25,R1024,5,23-09-2025,Midday,Companypady,10:10,10:11,1500,40,18,1.5
2429,25,R1024,5,23-09-2025,Midday,Ambattukavu,10:16,10:19,1500,56,63,1
2430,25,R1024,5,23-09-2025,Midday,Muttom,10:21,10:22,1500,25,67,0
2431,25,R1024,5,23-09-2025,Midday,Kalamassery,10:27,10:29,1500,69,8,4.1
2432,25,R1024,5,23-09-2025,Midday,Cochin University,10:32,10:35,1500,70,20,7.4
2433,25,R1024,5,23-09-2025,Midday,Pathadipalam,10:36,10:38,1500,24,61,4.9
2434,25,R1024,5,23-09-2025,Midday,Edapally,10:39,10:42,1500,6,33,3.1
2435,25,R1024,5,23-09-2025,Midday,Changampuzha Park,10:44,10:45,1500,18,38,1.8
2436,25,R1024,5,23-09-2025,Midday,Palarivattom,10:47,10:49,1500,5,7,1.7
2437,25,R1024,5,23-09-2025,Midday,JLN Stadium,10:53,10:55,1500,7,44,0
2438,25,R1024,5,23-09-2025,Midday,Kaloor,10:58,10:59,1500,8,20,0
2439,25,R1024,5,23-09-2025,Midday,Town Hall,11:04,11:05,1500,32,35,0
2440,25,R1024,5,23-09-2025,Midday,M.G Road,11:08,11:11,1500,19,59,0
2441,25,R1024,5,23-09-2025,Midday,Maharaja's College,11:11,11:13,1500,27,21,0.4
2442,25,R1024,5,23-09-2025,Midday,Emakulam South,11:15,11:17,1500,62,15,3.5
2443,25,R1024,5,23-09-2025,Midday,Kadavanthra,11:20,11:22,1500,29,16,4.4
2444,25,R1024,5,23-09-2025,Midday,Elamkulam,11:23,11:24,1500,71,30,7.1
2445,25,R1024,5,23-09-2025,Midday,Vytila,11:27,11:30,1500,19,10,7.7
2446,25,R1024,5,23-09-2025,Midday,Thaikoodam,11:31,11:34,1500,37,55,6.5
2447,25,R1024,5,23-09-2025,Midday,Petta,11:36,11:37,1500,20,47,4.7
2448,25,R1024,5,23-09-2025,Midday,Vadakkekotta,11:39,11:42,1500,8,18,4.1
2449,25,R1024,5,23-09-2025,Midday,SN Junction,11:43,11:46,1500,77,67,4.7
2450,25,R1024,5,23-09-2025,Midday,Tripunithura,11:48,11:50,1500,13,36,3.2
2451,25,R1024,5,23-09-2025,Evening Peak,Aluva,16:00,16:01,1500,86,29,3.8
2452,25,R1024,5,23-09-2025,Evening Peak,Pulinchodu,16:05,16:07,1500,137,35,10.6
2453,25,R1024,5,23-09-2025,Evening Peak,Companypady,16:11,16:12,1500,47,12,12.9
2454,25,R1024,5,23-09-2025,Evening Peak,Ambattukavu,16:14,16:15,1500,143,73,17.6
2455,25,R1024,5,23-09-2025,Evening Peak,Muttom,16:17,16:20,1500,162,108,21.2
2456,25,R1024,5,23-09-2025,Evening Peak,Kalamassery,16:21,16:23,1500,102,60,24
2457,25,R1024,5,23-09-2025,Evening Peak,Cochin University,16:26,16:27,1500,63,73,23.3
2458,25,R1024,5,23-09-2025,Evening Peak,Pathadipalam,16:29,16:32,1500,97,143,20.3
2459,25,R1024,5,23-09-2025,Evening Peak,Edapally,16:35,16:37,1500,96,118,18.8
2460,25,R1024,5,23-09-2025,Evening Peak,Changampuzha Park,16:41,16:43,1500,153,89,23.1
2461,25,R1024,5,23-09-2025,Evening Peak,Palarivattom,16:45,16:48,1500,90,144,19.5
2462,25,R1024,5,23-09-2025,Evening Peak,JLN Stadium,16:51,16:53,1500,144,106,22
2463,25,R1024,5,23-09-2025,Evening Peak,Kaloor,16:55,16:56,1500,93,112,20.7
2464,25,R1024,5,23-09-2025,Evening Peak,Town Hall,17:00,17:03,1500,139,102,23.2
2465,25,R1024,5,23-09-2025,Evening Peak,M.G Road,17:05,17:06,1500,180,150,25.2
2466,25,R1024,5,23-09-2025,Evening Peak,Maharaja's College,17:11,17:12,1500,105,122,24.1
2467,25,R1024,5,23-09-2025,Evening Peak,Emakulam South,17:15,17:17,1500,168,78,30.1
2468,25,R1024,5,23-09-2025,Evening Peak,Kadavanthra,17:18,17:19,1500,190,134,33.8
2469,25,R1024,5,23-09-2025,Evening Peak,Elamkulam,17:23,17:26,1500,124,106,35
2470,25,R1024,5,23-09-2025,Evening Peak,Vytila,17:27,17:30,1500,189,78,42.4
2471,25,R1024,5,23-09-2025,Evening Peak,Thaikoodam,17:33,17:35,1500,139,135,42.7
2472,25,R1024,5,23-09-2025,Evening Peak,Petta,17:39,17:42,1500,179,68,50.1
2473,25,R1024,5,23-09-2025,Evening Peak,Vadakkekotta,17:42,17:44,1500,188,123,54.4
2474,25,R1024,5,23-09-2025,Evening Peak,SN Junction,17:46,17:47,1500,67,96,52.5
2475,25,R1024,5,23-09-2025,Evening Peak,Tripunithura,17:52,17:54,1500,118,43,57.5
2476,25,R1024,5,23-09-2025,Night,Aluva,20:00,20:01,1500,25,41,0
2477,25,R1024,5,23-09-2025,Night,Pulinchodu,20:04,20:07,1500,42,21,1.4
2478,25,R1024,5,23-09-2025,Night,Companypady,20:09,20:12,1500,71,39,3.5
2479,25,R1024,5,23-09-2025,Night,Ambattukavu,20:14,20:15,1500,35,37,3.4
2480,25,R1024,5,23-09-2025,Night,Muttom,20:18,20:21,1500,15,7,3.9
2481,25,R1024,5,23-09-2025,Night,Kalamassery,20:24,20:25,1500,31,23,4.5
2482,25,R1024,5,23-09-2025,Night,Cochin University,20:29,20:30,1500,5,11,4.1
2483,25,R1024,5,23-09-2025,Night,Pathadipalam,20:34,20:35,1500,64,38,5.8
2484,25,R1024,5,23-09-2025,Night,Edapally,20:40,20:43,1500,54,46,6.3
2485,25,R1024,5,23-09-2025,Night,Changampuzha Park,20:43,20:46,1500,66,59,6.8
2486,25,R1024,5,23-09-2025,Night,Palarivattom,20:47,20:48,1500,77,30,9.9
2487,25,R1024,5,23-09-2025,Night,JLN Stadium,20:52,20:54,1500,45,49,9.7
2488,25,R1024,5,23-09-2025,Night,Kaloor,20:55,20:57,1500,39,11,11.5
2489,25,R1024,5,23-09-2025,Night,Town Hall,21:01,21:04,1500,80,15,15.9
2490,25,R1024,5,23-09-2025,Night,M.G Road,21:04,21:06,1500,63,34,17.8
2491,25,R1024,5,23-09-2025,Night,Maharaja's College,21:09,21:10,1500,60,33,19.6
2492,25,R1024,5,23-09-2025,Night,Emakulam South,21:13,21:14,1500,68,12,23.3
2493,25,R1024,5,23-09-2025,Night,Kadavanthra,21:16,21:18,1500,52,69,22.2
2494,25,R1024,5,23-09-2025,Night,Elamkulam,21:20,21:21,1500,49,18,24.3
2495,25,R1024,5,23-09-2025,Night,Vytila,21:25,21:26,1500,75,22,27.8
2496,25,R1024,5,23-09-2025,Night,Thaikoodam,21:30,21:32,1500,10,46,25.4
2497,25,R1024,5,23-09-2025,Night,Petta,21:33,21:34,1500,25,22,25.6
2498,25,R1024,5,23-09-2025,Night,Vadakkekotta,21:39,21:40,1500,5,43,23.1
2499,25,R1024,5,23-09-2025,Night,SN Junction,21:44,21:46,1500,14,7,23.5
2500,25,R1024,5,23-09-2025,Night,Tripunithura,21:47,21:50,1500,61,46,24.5
2501,26,R1025,3,23-09-2025,Morning Peak,Aluva,07:00,07:03,975,52,42,1
2502,26,R1025,3,23-09-2025,Morning Peak,Pulinchodu,07:05,07:07,975,189,75,12.7
2503,26,R1025,3,23-09-2025,Morning Peak,Companypady,07:08,07:11,975,76,37,16.7
2504,26,R1025,3,23-09-2025,Morning Peak,Ambattukavu,07:13,07:14,975,115,108,17.4
2505,26,R1025,3,23-09-2025,Morning Peak,Muttom,07:17,07:19,975,73,113,13.3
2506,26,R1025,3,23-09-2025,Morning Peak,Kalamassery,07:22,07:24,975,114,136,11.1
2507,26,R1025,3,23-09-2025,Morning Peak,Cochin University,07:27,07:28,975,100,148,6.2
2508,26,R1025,3,23-09-2025,Morning Peak,Pathadipalam,07:32,07:35,975,100,80,8.2
2509,26,R1025,3,23-09-2025,Morning Peak,Edapally,07:35,07:38,975,183,112,15.5
2510,26,R1025,3,23-09-2025,Morning Peak,Changampuzha Park,07:41,07:44,975,49,37,16.7
2511,26,R1025,3,23-09-2025,Morning Peak,Palarivattom,07:46,07:49,975,160,116,21.2
2512,26,R1025,3,23-09-2025,Morning Peak,JLN Stadium,07:51,07:52,975,123,36,30.2
2513,26,R1025,3,23-09-2025,Morning Peak,Kaloor,07:56,07:59,975,39,92,24.7
2514,26,R1025,3,23-09-2025,Morning Peak,Town Hall,08:01,08:04,975,166,55,36.1
2515,26,R1025,3,23-09-2025,Morning Peak,M.G Road,08:07,08:09,975,101,31,43.3
2516,26,R1025,3,23-09-2025,Morning Peak,Maharaja's College,08:13,08:16,975,130,148,41.4
2517,26,R1025,3,23-09-2025,Morning Peak,Emakulam South,08:16,08:18,975,198,77,53.8
2518,26,R1025,3,23-09-2025,Morning Peak,Kadavanthra,08:21,08:23,975,171,46,66.7
2519,26,R1025,3,23-09-2025,Morning Peak,Elamkulam,08:26,08:29,975,97,81,68.3
2520,26,R1025,3,23-09-2025,Morning Peak,Vytila,08:30,08:32,975,125,54,75.6
2521,26,R1025,3,23-09-2025,Morning Peak,Thaikoodam,08:36,08:39,975,138,32,86.5
2522,26,R1025,3,23-09-2025,Morning Peak,Petta,08:39,08:42,975,169,83,95.3
2523,26,R1025,3,23-09-2025,Morning Peak,Vadakkekotta,08:42,08:44,975,72,75,95
2524,26,R1025,3,23-09-2025,Morning Peak,SN Junction,08:47,08:48,975,68,148,86.8
2525,26,R1025,3,23-09-2025,Morning Peak,Tripunithura,08:53,08:54,975,114,47,93.6
2526,26,R1025,3,23-09-2025,Midday,Aluva,10:00,10:03,975,59,33,2.7
2527,26,R1025,3,23-09-2025,Midday,Pulinchodu,10:06,10:09,975,33,22,3.8
2528,26,R1025,3,23-09-2025,Midday,Companypady,10:10,10:13,975,12,18,3.2
2529,26,R1025,3,23-09-2025,Midday,Ambattukavu,10:15,10:16,975,65,16,8.2
2530,26,R1025,3,23-09-2025,Midday,Muttom,10:20,10:22,975,19,45,5.5
2531,26,R1025,3,23-09-2025,Midday,Kalamassery,10:26,10:29,975,63,26,9.3
2532,26,R1025,3,23-09-2025,Midday,Cochin University,10:30,10:32,975,77,10,16.2
2533,26,R1025,3,23-09-2025,Midday,Pathadipalam,10:34,10:35,975,15,46,13
2534,26,R1025,3,23-09-2025,Midday,Edapally,10:38,10:41,975,42,47,12.5
2535,26,R1025,3,23-09-2025,Midday,Changampuzha Park,10:43,10:46,975,11,13,12.3
2536,26,R1025,3,23-09-2025,Midday,Palarivattom,10:49,10:52,975,6,49,7.9
2537,26,R1025,3,23-09-2025,Midday,JLN Stadium,10:53,10:54,975,17,12,8.4
2538,26,R1025,3,23-09-2025,Midday,Kaloor,10:59,11:00,975,47,20,11.2
2539,26,R1025,3,23-09-2025,Midday,Town Hall,11:05,11:08,975,69,59,12.2
2540,26,R1025,3,23-09-2025,Midday,M.G Road,11:11,11:13,975,33,15,14.1
2541,26,R1025,3,23-09-2025,Midday,Maharaja's College,11:14,11:15,975,15,64,9
2542,26,R1025,3,23-09-2025,Midday,Emakulam South,11:18,11:20,975,62,33,12
2543,26,R1025,3,23-09-2025,Midday,Kadavanthra,11:23,11:25,975,15,48,8.6
2544,26,R1025,3,23-09-2025,Midday,Elamkulam,11:27,11:30,975,35,15,10.7
2545,26,R1025,3,23-09-2025,Midday,Vytila,11:33,11:34,975,59,63,10.3
2546,26,R1025,3,23-09-2025,Midday,Thaikoodam,11:36,11:39,975,50,51,10.2
2547,26,R1025,3,23-09-2025,Midday,Petta,11:41,11:43,975,45,41,10.6
2548,26,R1025,3,23-09-2025,Midday,Vadakkekotta,11:47,11:48,975,40,46,9.9
2549,26,R1025,3,23-09-2025,Midday,SN Junction,11:51,11:54,975,72,44,12.8
2550,26,R1025,3,23-09-2025,Midday,Tripunithura,11:55,11:56,975,70,34,16.5
2551,26,R1025,3,23-09-2025,Evening Peak,Aluva,16:00,16:01,975,101,113,0
2552,26,R1025,3,23-09-2025,Evening Peak,Pulinchodu,16:06,16:09,975,78,62,1.6
2553,26,R1025,3,23-09-2025,Evening Peak,Companypady,16:11,16:14,975,182,35,16.7
2554,26,R1025,3,23-09-2025,Evening Peak,Ambattukavu,16:15,16:16,975,119,89,19.8
2555,26,R1025,3,23-09-2025,Evening Peak,Muttom,16:20,16:22,975,62,60,20
2556,26,R1025,3,23-09-2025,Evening Peak,Kalamassery,16:25,16:26,975,35,73,16.1
2557,26,R1025,3,23-09-2025,Evening Peak,Cochin University,16:30,16:33,975,149,56,25.6
2558,26,R1025,3,23-09-2025,Evening Peak,Pathadipalam,16:36,16:38,975,68,128,19.5
2559,26,R1025,3,23-09-2025,Evening Peak,Edapally,16:39,16:42,975,90,38,24.8
2560,26,R1025,3,23-09-2025,Evening Peak,Changampuzha Park,16:42,16:45,975,63,149,16
2561,26,R1025,3,23-09-2025,Evening Peak,Palarivattom,16:45,16:48,975,103,121,14.2
2562,26,R1025,3,23-09-2025,Evening Peak,JLN Stadium,16:49,16:52,975,66,94,11.3
2563,26,R1025,3,23-09-2025,Evening Peak,Kaloor,16:55,16:57,975,188,102,20.1
2564,26,R1025,3,23-09-2025,Evening Peak,Town Hall,16:58,17:00,975,84,137,14.7
2565,26,R1025,3,23-09-2025,Evening Peak,M.G Road,17:01,17:02,975,75,49,17.3
2566,26,R1025,3,23-09-2025,Evening Peak,Maharaja's College,17:07,17:09,975,36,45,16.4
2567,26,R1025,3,23-09-2025,Evening Peak,Emakulam South,17:12,17:13,975,120,74,21.1
2568,26,R1025,3,23-09-2025,Evening Peak,Kadavanthra,17:16,17:18,975,116,134,19.3
2569,26,R1025,3,23-09-2025,Evening Peak,Elamkulam,17:19,17:21,975,165,135,22.4
2570,26,R1025,3,23-09-2025,Evening Peak,Vytila,17:24,17:25,975,114,51,28.8
2571,26,R1025,3,23-09-2025,Evening Peak,Thaikoodam,17:29,17:30,975,134,45,37.9
2572,26,R1025,3,23-09-2025,Evening Peak,Petta,17:35,17:37,975,117,119,37.7
2573,26,R1025,3,23-09-2025,Evening Peak,Vadakkekotta,17:40,17:41,975,150,24,50.7
2574,26,R1025,3,23-09-2025,Evening Peak,SN Junction,17:45,17:46,975,57,10,55.5
2575,26,R1025,3,23-09-2025,Evening Peak,Tripunithura,17:50,17:51,975,184,90,65.1
2576,26,R1025,3,23-09-2025,Night,Aluva,20:00,20:03,975,14,61,0
2577,26,R1025,3,23-09-2025,Night,Pulinchodu,20:05,20:06,975,31,61,0
2578,26,R1025,3,23-09-2025,Night,Companypady,20:08,20:11,975,42,32,1
2579,26,R1025,3,23-09-2025,Night,Ambattukavu,20:11,20:13,975,56,38,2.9
2580,26,R1025,3,23-09-2025,Night,Muttom,20:14,20:17,975,69,15,8.4
2581,26,R1025,3,23-09-2025,Night,Kalamassery,20:20,20:22,975,52,11,12.6
2582,26,R1025,3,23-09-2025,Night,Cochin University,20:24,20:26,975,67,15,17.9
2583,26,R1025,3,23-09-2025,Night,Pathadipalam,20:29,20:31,975,36,54,16.1
2584,26,R1025,3,23-09-2025,Night,Edapally,20:32,20:35,975,31,10,18.3
2585,26,R1025,3,23-09-2025,Night,Changampuzha Park,20:38,20:40,975,23,57,14.8
2586,26,R1025,3,23-09-2025,Night,Palarivattom,20:44,20:45,975,60,8,20.1
2587,26,R1025,3,23-09-2025,Night,JLN Stadium,20:49,20:50,975,69,14,25.7
2588,26,R1025,3,23-09-2025,Night,Kaloor,20:55,20:58,975,30,42,24.5
2589,26,R1025,3,23-09-2025,Night,Town Hall,20:59,21:00,975,8,70,18.2
2590,26,R1025,3,23-09-2025,Night,M.G Road,21:03,21:04,975,78,61,19.9
2591,26,R1025,3,23-09-2025,Night,Maharaja's College,21:08,21:11,975,70,29,24.1
2592,26,R1025,3,23-09-2025,Night,Emakulam South,21:11,21:13,975,40,52,22.9
2593,26,R1025,3,23-09-2025,Night,Kadavanthra,21:17,21:19,975,74,68,23.5
2594,26,R1025,3,23-09-2025,Night,Elamkulam,21:20,21:22,975,8,20,22.3
2595,26,R1025,3,23-09-2025,Night,Vytila,21:23,21:24,975,23,62,18.3
2596,26,R1025,3,23-09-2025,Night,Thaikoodam,21:26,21:28,975,36,36,18.3
2597,26,R1025,3,23-09-2025,Night,Petta,21:31,21:34,975,47,18,21.2
2598,26,R1025,3,23-09-2025,Night,Vadakkekotta,21:35,21:38,975,21,34,19.9
2599,26,R1025,3,23-09-2025,Night,SN Junction,21:38,21:39,975,72,27,24.5
2600,26,R1025,3,23-09-2025,Night,Tripunithura,21:43,21:46,975,17,63,19.8
2601,27,R1026,4,23-09-2025,Morning Peak,Aluva,07:00,07:03,1300,95,140,0
2602,27,R1026,4,23-09-2025,Morning Peak,Pulinchodu,07:03,07:06,1300,42,115,0
2603,27,R1026,4,23-09-2025,Morning Peak,Companypady,07:06,07:09,1300,195,107,6.8
2604,27,R1026,4,23-09-2025,Morning Peak,Ambattukavu,07:12,07:15,1300,164,22,17.7
2605,27,R1026,4,23-09-2025,Morning Peak,Muttom,07:15,07:16,1300,124,46,23.7
2606,27,R1026,4,23-09-2025,Morning Peak,Kalamassery,07:21,07:23,1300,198,128,29.1
2607,27,R1026,4,23-09-2025,Morning Peak,Cochin University,07:26,07:29,1300,189,82,37.3
2608,27,R1026,4,23-09-2025,Morning Peak,Pathadipalam,07:31,07:32,1300,60,114,33.2
2609,27,R1026,4,23-09-2025,Morning Peak,Edapally,07:36,07:39,1300,84,141,28.8
2610,27,R1026,4,23-09-2025,Morning Peak,Changampuzha Park,07:39,07:40,1300,57,31,30.8
2611,27,R1026,4,23-09-2025,Morning Peak,Palarivattom,07:42,07:43,1300,72,137,25.8
2612,27,R1026,4,23-09-2025,Morning Peak,JLN Stadium,07:47,07:49,1300,123,44,31.8
2613,27,R1026,4,23-09-2025,Morning Peak,Kaloor,07:52,07:54,1300,136,134,32
2614,27,R1026,4,23-09-2025,Morning Peak,Town Hall,07:58,08:00,1300,194,127,37.2
2615,27,R1026,4,23-09-2025,Morning Peak,M.G Road,08:02,08:05,1300,173,148,39.1
2616,27,R1026,4,23-09-2025,Morning Peak,Maharaja's College,08:08,08:09,1300,165,34,49.2
2617,27,R1026,4,23-09-2025,Morning Peak,Emakulam South,08:14,08:16,1300,97,137,46.1
